trans_date_trans_time,cc_num,merchant,category,amt,gender,city,state,zip,lat,long,city_pop,job,dob,merch_lat,merch_long,is_fraud,hour,day,month
2020-01-30 22:35:14,6011917798331152,fraud_Gerlach Inc,shopping_net,905.44,M,South Londonderry,VT,5155,43.1699,-72.8515,828,Scientific laboratory technician,1957-08-30,43.944478,-73.244119,1,22,30,1
2020-01-30 22:35:58,6500249000784905,"fraud_Hayes, Marquardt and Dibbert",misc_net,883.63,M,Wilmington,NC,28412,34.1572,-77.9141,186140,"Accountant, chartered certified",1966-06-12,33.193265000000004,-77.259164,1,22,30,1
2020-01-30 22:40:08,6500249000784905,fraud_Volkman-Predovic,shopping_net,876.6,M,Wilmington,NC,28412,34.1572,-77.9141,186140,"Accountant, chartered certified",1966-06-12,33.413037,-78.552121,1,22,30,1
2020-01-30 22:47:22,371034293500716,fraud_Huel-Langworth,misc_net,681.11,M,Vinton,CA,96135,40.0235,-120.7986,128,Education administrator,1966-02-21,39.960039,-121.027669,1,22,30,1
2020-01-30 22:53:28,6011917798331152,"fraud_Mosciski, Ziemann and Farrell",shopping_net,994.99,M,South Londonderry,VT,5155,43.1699,-72.8515,828,Scientific laboratory technician,1957-08-30,43.846461,-71.94909200000001,1,22,30,1
2020-01-30 22:54:51,6011917798331152,fraud_Strosin-Cruickshank,grocery_pos,326.04,M,South Londonderry,VT,5155,43.1699,-72.8515,828,Scientific laboratory technician,1957-08-30,42.541092,-72.020504,1,22,30,1
2020-01-30 22:57:32,371034293500716,fraud_Boyer-Reichert,shopping_net,985.21,M,Vinton,CA,96135,40.0235,-120.7986,128,Education administrator,1966-02-21,39.94772,-120.366537,1,22,30,1
2020-01-30 23:11:40,6500249000784905,fraud_Spencer PLC,entertainment,389.57,M,Wilmington,NC,28412,34.1572,-77.9141,186140,"Accountant, chartered certified",1966-06-12,33.352925,-77.042077,1,23,30,1
2020-01-30 23:29:15,6011917798331152,"fraud_Kerluke, Considine and Macejkovic",misc_net,703.31,M,South Londonderry,VT,5155,43.1699,-72.8515,828,Scientific laboratory technician,1957-08-30,42.962453,-73.65004499999999,1,23,30,1
2020-01-30 23:35:58,371034293500716,fraud_Lemke-Gutmann,shopping_net,1080.62,M,Vinton,CA,96135,40.0235,-120.7986,128,Education administrator,1966-02-21,40.768845,-121.061243,1,23,30,1
2020-01-30 23:41:17,6500249000784905,fraud_Pacocha-O'Reilly,grocery_pos,283.26,M,Wilmington,NC,28412,34.1572,-77.9141,186140,"Accountant, chartered certified",1966-06-12,33.369707,-77.943108,1,23,30,1
2020-01-30 23:48:03,6500249000784905,fraud_Kuphal-Bartoletti,misc_net,815.9,M,Wilmington,NC,28412,34.1572,-77.9141,186140,"Accountant, chartered certified",1966-06-12,34.734518,-77.92339799999999,1,23,30,1
2020-01-30 23:52:38,6500249000784905,"fraud_Haley, Jewess and Bechtelar",shopping_pos,933.0,M,Wilmington,NC,28412,34.1572,-77.9141,186140,"Accountant, chartered certified",1966-06-12,34.459661,-77.116272,1,23,30,1
2020-01-31 01:36:51,343668971234893,fraud_Barton Inc,grocery_pos,277.95,F,Hopkins,SC,29061,33.9349,-80.8449,13717,Chiropodist,1949-11-16,33.690578,-81.043093,1,1,31,1
2020-01-31 03:24:05,4605902936394,fraud_Padberg-Welch,grocery_pos,247.55,M,Dallas,TX,75238,32.876999999999995,-96.708,1263321,Drilling engineer,1959-06-28,32.671384,-96.776948,1,3,31,1
2020-01-31 03:27:46,4605902936394,fraud_Emard Inc,gas_transport,6.65,M,Dallas,TX,75238,32.876999999999995,-96.708,1263321,Drilling engineer,1959-06-28,32.441143,-96.935722,1,3,31,1
2020-01-31 03:43:40,4988304376504,fraud_Cole PLC,grocery_pos,309.2,M,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,1937-03-17,41.528335,-73.321075,1,3,31,1
2020-01-31 18:36:27,4988304376504,"fraud_Mosciski, Ziemann and Farrell",shopping_net,998.9,M,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,1937-03-17,40.909038,-74.583025,1,18,31,1
2020-01-31 19:22:45,343668971234893,fraud_Stamm-Rodriguez,misc_pos,7.25,F,Hopkins,SC,29061,33.9349,-80.8449,13717,Chiropodist,1949-11-16,33.46978,-80.975875,1,19,31,1
2020-01-31 22:07:31,343668971234893,fraud_Schumm PLC,shopping_net,1001.9,F,Hopkins,SC,29061,33.9349,-80.8449,13717,Chiropodist,1949-11-16,33.402439,-80.909374,1,22,31,1
2020-01-31 22:14:47,6500249000784905,fraud_Cormier LLC,shopping_net,936.55,M,Wilmington,NC,28412,34.1572,-77.9141,186140,"Accountant, chartered certified",1966-06-12,33.656952000000004,-76.9921,1,22,31,1
2020-01-31 22:24:14,6500249000784905,"fraud_Little, Gutmann and Lynch",shopping_net,1150.64,M,Wilmington,NC,28412,34.1572,-77.9141,186140,"Accountant, chartered certified",1966-06-12,33.542799,-78.567375,1,22,31,1
2020-01-31 22:26:52,343668971234893,fraud_Rutherford-Mertz,grocery_pos,281.93,F,Hopkins,SC,29061,33.9349,-80.8449,13717,Chiropodist,1949-11-16,34.340001,-80.120052,1,22,31,1
2020-01-31 22:52:46,343668971234893,fraud_Volkman-Predovic,shopping_net,926.69,F,Hopkins,SC,29061,33.9349,-80.8449,13717,Chiropodist,1949-11-16,33.198036,-81.272739,1,22,31,1
2020-01-31 22:53:32,4605902936394,fraud_Goyette Inc,shopping_net,1031.92,M,Dallas,TX,75238,32.876999999999995,-96.708,1263321,Drilling engineer,1959-06-28,32.324986,-96.051456,1,22,31,1
2020-01-31 23:04:50,4988304376504,"fraud_Swaniawski, Lowe and Robel",shopping_pos,856.92,M,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,1937-03-17,40.608051,-73.496126,1,23,31,1
2020-01-31 23:42:16,4605902936394,fraud_Abshire PLC,entertainment,456.06,M,Dallas,TX,75238,32.876999999999995,-96.708,1263321,Drilling engineer,1959-06-28,32.085417,-96.974544,1,23,31,1
2020-01-31 23:57:30,6500249000784905,"fraud_Daugherty, Pouros and Beahan",shopping_pos,923.77,M,Wilmington,NC,28412,34.1572,-77.9141,186140,"Accountant, chartered certified",1966-06-12,34.957862,-78.802828,1,23,31,1
2020-02-01 00:01:44,4988304376504,fraud_Friesen-D'Amore,gas_transport,18.5,M,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,1937-03-17,41.186655,-74.53437,1,0,1,2
2020-02-01 02:04:38,180048185037117,"fraud_Kutch, Steuber and Gerhold",food_dining,125.08,F,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,1974-07-19,41.598898,-74.761119,1,2,1,2
2020-02-01 02:11:19,4988304376504,fraud_Torp-Labadie,gas_transport,18.12,M,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,1937-03-17,40.461041,-73.932379,1,2,1,2
2020-02-01 02:23:34,343668971234893,fraud_Barton Inc,grocery_pos,269.84,F,Hopkins,SC,29061,33.9349,-80.8449,13717,Chiropodist,1949-11-16,33.716987,-79.90785600000001,1,2,1,2
2020-02-01 02:36:37,4605902936394,fraud_Wolf Inc,grocery_pos,284.66,M,Dallas,TX,75238,32.876999999999995,-96.708,1263321,Drilling engineer,1959-06-28,32.108787,-96.336731,1,2,1,2
2020-02-01 02:46:59,4988304376504,fraud_Padberg-Welch,grocery_pos,366.72,M,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,1937-03-17,42.390533000000005,-74.942072,1,2,1,2
2020-02-01 03:14:45,180048185037117,fraud_Barton Inc,grocery_pos,352.33,F,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,1974-07-19,41.491118,-74.444172,1,3,1,2
2020-02-01 03:16:22,4988304376504,fraud_Skiles-Ankunding,grocery_net,16.02,M,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,1937-03-17,41.323413,-73.620553,1,3,1,2
2020-02-01 08:42:56,4605902936394,fraud_Barton Inc,grocery_pos,263.99,M,Dallas,TX,75238,32.876999999999995,-96.708,1263321,Drilling engineer,1959-06-28,33.876968,-97.026818,1,8,1,2
2020-02-01 14:57:26,343668971234893,fraud_Boyer PLC,shopping_net,1011.34,F,Hopkins,SC,29061,33.9349,-80.8449,13717,Chiropodist,1949-11-16,32.948437,-81.400092,1,14,1,2
2020-02-01 18:25:15,4605902936394,fraud_Gislason Group,misc_pos,7.77,M,Dallas,TX,75238,32.876999999999995,-96.708,1263321,Drilling engineer,1959-06-28,32.975664,-96.958127,1,18,1,2
2020-02-01 22:04:57,4988304376504,fraud_Fisher-Schowalter,shopping_net,1101.56,M,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,1937-03-17,42.167058,-73.716897,1,22,1,2
2020-02-01 22:12:12,4988304376504,"fraud_Reichert, Rowe and Mraz",shopping_net,964.5,M,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,1937-03-17,41.892337,-73.34989499999999,1,22,1,2
2020-02-01 22:29:18,343668971234893,"fraud_Goyette, Howell and Collier",shopping_pos,1013.79,F,Hopkins,SC,29061,33.9349,-80.8449,13717,Chiropodist,1949-11-16,34.800103,-80.802527,1,22,1,2
2020-02-01 22:46:22,180048185037117,fraud_Kub PLC,personal_care,18.58,F,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,1974-07-19,40.606722,-73.492829,1,22,1,2
2020-02-01 22:52:57,4988304376504,fraud_Volkman-Predovic,shopping_net,879.54,M,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,1937-03-17,42.175834,-74.902224,1,22,1,2
2020-02-01 22:56:33,4988304376504,"fraud_Goyette, Howell and Collier",shopping_pos,748.92,M,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,1937-03-17,40.818237,-74.121831,1,22,1,2
2020-02-01 23:03:08,4988304376504,fraud_Corwin-Gorczany,misc_net,938.77,M,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,1937-03-17,41.468541,-73.655513,1,23,1,2
2020-02-01 23:04:57,343668971234893,"fraud_Mueller, Gerhold and Mueller",health_fitness,19.62,F,Hopkins,SC,29061,33.9349,-80.8449,13717,Chiropodist,1949-11-16,33.506369,-80.29195,1,23,1,2
2020-02-01 23:34:47,4605902936394,fraud_Volkman Ltd,misc_net,818.62,M,Dallas,TX,75238,32.876999999999995,-96.708,1263321,Drilling engineer,1959-06-28,33.213516,-96.671781,1,23,1,2
2020-02-01 23:46:15,343668971234893,"fraud_Zboncak, Rowe and Murazik",shopping_net,946.12,F,Hopkins,SC,29061,33.9349,-80.8449,13717,Chiropodist,1949-11-16,33.119196,-80.837704,1,23,1,2
2020-02-02 00:12:33,180048185037117,"fraud_Okuneva, Schneider and Rau",shopping_pos,862.12,F,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,1974-07-19,40.154412,-73.788107,1,0,2,2
2020-02-02 00:17:08,6534628260579800,fraud_McDermott-Weimann,grocery_pos,296.99,F,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,1998-03-19,45.234226,-72.603527,1,0,2,2
2020-02-02 01:31:19,6534628260579800,fraud_Wolf Inc,grocery_pos,304.86,F,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,1998-03-19,44.931828,-72.327261,1,1,2,2
2020-02-02 01:34:39,180048185037117,"fraud_Rohan, White and Aufderhar",misc_net,736.61,F,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,1974-07-19,40.860232,-74.479117,1,1,2,2
2020-02-02 01:41:23,6534628260579800,"fraud_Goldner, Kovacek and Abbott",grocery_pos,286.36,F,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,1998-03-19,43.894152000000005,-72.856311,1,1,2,2
2020-02-02 01:43:32,6534628260579800,fraud_Kutch and Sons,grocery_pos,282.42,F,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,1998-03-19,44.295144,-73.59320799999999,1,1,2,2
2020-02-02 02:07:47,180048185037117,"fraud_Rowe, Batz and Goodwin",grocery_pos,352.89,F,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,1974-07-19,39.827005,-74.88109200000001,1,2,2,2
2020-02-02 02:54:56,180048185037117,fraud_Effertz LLC,entertainment,498.19,F,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,1974-07-19,41.006465000000006,-73.72587,1,2,2,2
2020-02-02 03:08:56,6534628260579800,fraud_Kutch LLC,gas_transport,8.75,F,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,1998-03-19,43.896701,-73.41719599999999,1,3,2,2
2020-02-02 03:15:02,180048185037117,"fraud_Ruecker, Beer and Collier",shopping_net,946.81,F,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,1974-07-19,40.455359,-73.952669,1,3,2,2
2020-02-02 03:42:59,180048185037117,"fraud_Schultz, Simonis and Little",grocery_pos,320.52,F,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,1974-07-19,40.091798,-73.57305799999999,1,3,2,2
2020-02-02 08:06:28,6534628260579800,"fraud_Moen, Reinger and Murphy",grocery_pos,322.33,F,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,1998-03-19,44.396538,-74.00160600000001,1,8,2,2
2020-02-02 11:24:15,6534628260579800,fraud_Koepp-Witting,grocery_pos,315.26,F,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,1998-03-19,43.391494,-74.086634,1,11,2,2
2020-02-02 22:05:43,6534628260579800,fraud_Ankunding LLC,shopping_net,877.46,F,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,1998-03-19,44.562152000000005,-72.780534,1,22,2,2
2020-02-02 22:20:51,180048185037117,fraud_Ernser-Feest,home,245.73,F,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,1974-07-19,40.05946,-74.05456099999999,1,22,2,2
2020-02-02 22:27:56,180048185037117,"fraud_Reinger, Weissnat and Strosin",food_dining,124.99,F,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,1974-07-19,39.864954,-75.125072,1,22,2,2
2020-02-02 22:35:53,180048185037117,fraud_Bahringer Group,health_fitness,20.8,F,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,1974-07-19,41.57962,-74.832006,1,22,2,2
2020-02-02 22:36:11,180048185037117,fraud_Ullrich Ltd,kids_pets,17.71,F,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,1974-07-19,41.005466,-73.84603100000001,1,22,2,2
2020-02-02 22:54:19,6534628260579800,fraud_Kerluke-Abshire,shopping_net,1202.36,F,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,1998-03-19,43.96513,-72.172124,1,22,2,2
2020-02-02 23:13:33,180048185037117,fraud_Bednar PLC,kids_pets,20.53,F,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,1974-07-19,40.151652,-75.278513,1,23,2,2
2020-02-02 23:14:23,6534628260579800,fraud_Kuhic LLC,shopping_net,1026.35,F,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,1998-03-19,43.970751,-72.15772700000001,1,23,2,2
2020-02-02 23:31:10,6534628260579800,"fraud_Altenwerth, Cartwright and Koss",shopping_net,1011.53,F,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,1998-03-19,44.463247,-72.776088,1,23,2,2
2020-02-03 00:32:06,6534628260579800,"fraud_Osinski, Ledner and Leuschke",grocery_pos,317.76,F,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,1998-03-19,43.924766,-72.642354,1,0,3,2
2020-02-03 00:38:35,4767265376804500,"fraud_Lockman, West and Runte",grocery_pos,327.8,F,Dublin,PA,18917,40.375,-75.2045,2158,Transport planner,1961-06-19,39.577633,-76.143739,1,0,3,2
2020-02-03 01:24:39,3551512895305309,"fraud_Bernier, Streich and Jewess",grocery_net,13.28,F,Rochester,KY,42273,37.2048,-86.8592,443,"Development worker, international aid",1947-07-15,37.032543,-86.720145,1,1,3,2
2020-02-03 01:33:28,370348764075623,fraud_Goodwin-Nitzsche,grocery_pos,272.83,M,Tickfaw,LA,70466,30.5668,-90.482,8512,"Accountant, chartered public finance",1951-09-03,30.511252,-90.765239,1,1,3,2
2020-02-03 01:38:16,6534628260579800,fraud_Rutherford-Mertz,grocery_pos,303.74,F,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,1998-03-19,45.068974,-72.609063,1,1,3,2
2020-02-03 01:43:57,370348764075623,fraud_O'Keefe-Hudson,grocery_pos,327.52,M,Tickfaw,LA,70466,30.5668,-90.482,8512,"Accountant, chartered public finance",1951-09-03,29.744023,-90.862121,1,1,3,2
2020-02-03 01:44:02,6534628260579800,fraud_Bernhard Inc,gas_transport,10.7,F,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,1998-03-19,44.817284,-72.100659,1,1,3,2
2020-02-03 15:32:33,370348764075623,fraud_Gislason Group,misc_pos,8.09,M,Tickfaw,LA,70466,30.5668,-90.482,8512,"Accountant, chartered public finance",1951-09-03,30.03054,-90.52019,1,15,3,2
2020-02-03 22:05:24,370348764075623,fraud_Maggio-Fahey,misc_pos,6.65,M,Tickfaw,LA,70466,30.5668,-90.482,8512,"Accountant, chartered public finance",1951-09-03,30.641197,-91.163846,1,22,3,2
2020-02-03 22:14:09,4767265376804500,"fraud_Rohan, White and Aufderhar",misc_net,761.27,F,Dublin,PA,18917,40.375,-75.2045,2158,Transport planner,1961-06-19,40.883252,-74.378771,1,22,3,2
2020-02-03 22:16:01,6534628260579800,"fraud_Reichert, Shanahan and Hayes",shopping_net,995.11,F,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,1998-03-19,43.590317,-73.741633,1,22,3,2
2020-02-03 22:55:48,370348764075623,"fraud_Schuppe, Nolan and Hoeger",shopping_pos,988.01,M,Tickfaw,LA,70466,30.5668,-90.482,8512,"Accountant, chartered public finance",1951-09-03,30.404451,-90.250485,1,22,3,2
2020-02-03 22:57:43,3551512895305309,fraud_Kerluke-Abshire,shopping_net,1008.29,F,Rochester,KY,42273,37.2048,-86.8592,443,"Development worker, international aid",1947-07-15,37.072398,-86.782495,1,22,3,2
2020-02-03 23:04:17,4767265376804500,"fraud_Hartmann, Rowe and Hermann",travel,2.78,F,Dublin,PA,18917,40.375,-75.2045,2158,Transport planner,1961-06-19,40.200545,-75.032938,1,23,3,2
2020-02-03 23:09:18,4767265376804500,"fraud_Becker, Harris and Harvey",personal_care,47.23,F,Dublin,PA,18917,40.375,-75.2045,2158,Transport planner,1961-06-19,40.798378,-76.082174,1,23,3,2
2020-02-03 23:15:56,4767265376804500,fraud_Fisher-Schowalter,shopping_net,1072.86,F,Dublin,PA,18917,40.375,-75.2045,2158,Transport planner,1961-06-19,39.491975,-75.15673699999999,1,23,3,2
2020-02-03 23:32:21,370348764075623,fraud_Boyer-Reichert,shopping_net,1045.75,M,Tickfaw,LA,70466,30.5668,-90.482,8512,"Accountant, chartered public finance",1951-09-03,29.578782,-89.95741,1,23,3,2
2020-02-03 23:43:25,4767265376804500,fraud_Koelpin and Sons,misc_net,924.21,F,Dublin,PA,18917,40.375,-75.2045,2158,Transport planner,1961-06-19,40.289812,-75.439961,1,23,3,2
2020-02-04 00:04:20,4767265376804500,"fraud_Lockman, West and Runte",grocery_pos,335.13,F,Dublin,PA,18917,40.375,-75.2045,2158,Transport planner,1961-06-19,39.950109000000005,-74.651438,1,0,4,2
2020-02-04 00:51:24,3551512895305309,fraud_Doyle Ltd,grocery_pos,331.73,F,Rochester,KY,42273,37.2048,-86.8592,443,"Development worker, international aid",1947-07-15,36.595307,-87.47195699999999,1,0,4,2
2020-02-04 03:02:11,3551512895305309,fraud_Kunze Inc,grocery_pos,306.63,F,Rochester,KY,42273,37.2048,-86.8592,443,"Development worker, international aid",1947-07-15,36.812732,-86.278192,1,3,4,2
2020-02-04 22:13:00,370348764075623,"fraud_Gottlieb, Considine and Schultz",shopping_net,1145.83,M,Tickfaw,LA,70466,30.5668,-90.482,8512,"Accountant, chartered public finance",1951-09-03,30.445051,-90.219949,1,22,4,2
2020-02-04 22:53:16,370348764075623,fraud_Price Inc,shopping_net,893.46,M,Tickfaw,LA,70466,30.5668,-90.482,8512,"Accountant, chartered public finance",1951-09-03,30.265993,-90.899089,1,22,4,2
2020-02-04 23:57:32,370348764075623,fraud_Bruen-Yost,misc_pos,8.48,M,Tickfaw,LA,70466,30.5668,-90.482,8512,"Accountant, chartered public finance",1951-09-03,29.644058,-89.871099,1,23,4,2
2020-02-07 01:48:37,3598304579370089,"fraud_Lockman, West and Runte",grocery_pos,287.52,M,Wichita,KS,67232,37.6395,-97.1714,409656,Heritage manager,1985-12-27,37.957717,-97.231941,1,1,7,2
2020-02-07 02:02:00,3598304579370089,fraud_Koepp-Witting,grocery_pos,306.43,M,Wichita,KS,67232,37.6395,-97.1714,409656,Heritage manager,1985-12-27,37.87984,-96.462024,1,2,7,2
2020-02-07 02:10:34,3598304579370089,"fraud_Morissette, Weber and Wiegand",grocery_net,9.47,M,Wichita,KS,67232,37.6395,-97.1714,409656,Heritage manager,1985-12-27,37.473543,-97.047074,1,2,7,2
2020-02-07 02:30:35,372509258176510,fraud_Fisher-Schowalter,shopping_net,890.66,F,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,43.72615,-84.112837,1,2,7,2
2020-02-07 02:37:52,372509258176510,"fraud_Reichert, Shanahan and Hayes",shopping_net,846.35,F,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,42.878095,-84.195265,1,2,7,2
2020-02-07 02:43:58,3598304579370089,fraud_Lockman Ltd,grocery_pos,309.99,M,Wichita,KS,67232,37.6395,-97.1714,409656,Heritage manager,1985-12-27,37.923191,-97.730199,1,2,7,2
2020-02-07 02:45:28,3598304579370089,fraud_Block-Parisian,misc_net,785.08,M,Wichita,KS,67232,37.6395,-97.1714,409656,Heritage manager,1985-12-27,37.473659000000005,-97.859658,1,2,7,2
2020-02-07 03:02:31,372509258176510,"fraud_Parisian, Schiller and Altenwerth",misc_net,806.03,F,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,43.503539,-82.950339,1,3,7,2
2020-02-07 22:26:07,3598304579370089,fraud_Pouros-Haag,shopping_pos,899.05,M,Wichita,KS,67232,37.6395,-97.1714,409656,Heritage manager,1985-12-27,36.674541,-97.274294,1,22,7,2
2020-02-07 22:56:56,3598304579370089,fraud_Ratke and Sons,health_fitness,22.9,M,Wichita,KS,67232,37.6395,-97.1714,409656,Heritage manager,1985-12-27,37.809137,-96.388711,1,22,7,2
2020-02-07 23:36:48,372509258176510,"fraud_Conroy, Balistreri and Gorczany",health_fitness,20.94,F,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,42.833007,-83.014363,1,23,7,2
2020-02-08 00:01:12,3598304579370089,fraud_McDermott-Weimann,grocery_pos,252.79,M,Wichita,KS,67232,37.6395,-97.1714,409656,Heritage manager,1985-12-27,36.908807,-97.661658,1,0,8,2
2020-02-08 00:06:19,372509258176510,"fraud_Nitzsche, Kessler and Wolff",shopping_pos,727.2,F,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,43.345891,-83.238095,1,0,8,2
2020-02-08 00:15:45,2713913904780408,fraud_Kilback LLC,grocery_pos,298.98,F,Delhi,LA,71232,32.3929,-91.4714,6581,Multimedia programmer,1964-02-13,32.783531,-91.465294,1,0,8,2
2020-02-08 01:04:02,372509258176510,"fraud_Kerluke, Considine and Macejkovic",misc_net,842.63,F,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,43.146445,-82.737601,1,1,8,2
2020-02-08 01:46:16,4099707841315751,fraud_Kiehn Inc,grocery_pos,282.31,M,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",1975-07-07,37.434782,-78.228062,1,1,8,2
2020-02-08 02:37:57,4099707841315751,fraud_Lockman Ltd,grocery_pos,288.67,M,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",1975-07-07,37.557442,-78.026147,1,2,8,2
2020-02-08 05:55:26,372509258176510,"fraud_Greenholt, O'Hara and Balistreri",shopping_net,921.14,F,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,43.69031,-84.183004,1,5,8,2
2020-02-08 22:15:53,4099707841315751,fraud_Kris-Padberg,shopping_pos,915.56,M,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",1975-07-07,39.073889,-77.866327,1,22,8,2
2020-02-08 22:22:21,2713913904780408,"fraud_Douglas, Schneider and Turner",shopping_pos,973.1,F,Delhi,LA,71232,32.3929,-91.4714,6581,Multimedia programmer,1964-02-13,33.076163,-90.728348,1,22,8,2
2020-02-08 22:27:44,372509258176510,fraud_Kutch-Ferry,home,217.24,F,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,43.269281,-83.45265500000001,1,22,8,2
2020-02-08 22:49:20,4099707841315751,fraud_Cormier LLC,shopping_net,1001.38,M,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",1975-07-07,37.453685,-78.464782,1,22,8,2
2020-02-08 23:19:51,3598304579370089,"fraud_Reichert, Rowe and Mraz",shopping_net,995.86,M,Wichita,KS,67232,37.6395,-97.1714,409656,Heritage manager,1985-12-27,37.172439,-97.279547,1,23,8,2
2020-02-08 23:50:39,3598304579370089,"fraud_Rodriguez, Yost and Jenkins",misc_net,839.31,M,Wichita,KS,67232,37.6395,-97.1714,409656,Heritage manager,1985-12-27,37.547762,-97.746549,1,23,8,2
2020-02-08 23:58:49,2713913904780408,fraud_Kris-Padberg,shopping_pos,962.61,F,Delhi,LA,71232,32.3929,-91.4714,6581,Multimedia programmer,1964-02-13,31.760038,-91.281592,1,23,8,2
2020-02-09 00:12:02,4099707841315751,fraud_Bailey-Morar,grocery_pos,282.31,M,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",1975-07-07,38.977396,-78.461702,1,0,9,2
2020-02-09 00:29:09,4099707841315751,fraud_Vandervort-Funk,grocery_pos,281.57,M,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",1975-07-07,37.994721000000006,-78.464545,1,0,9,2
2020-02-09 00:59:39,2713913904780408,fraud_Friesen-D'Amore,gas_transport,9.89,F,Delhi,LA,71232,32.3929,-91.4714,6581,Multimedia programmer,1964-02-13,31.827897,-92.129215,1,0,9,2
2020-02-09 02:13:14,4099707841315751,"fraud_Goldner, Kovacek and Abbott",grocery_pos,299.61,M,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",1975-07-07,37.361633000000005,-77.56128000000001,1,2,9,2
2020-02-09 03:02:33,2713913904780408,fraud_Conroy-Cruickshank,gas_transport,6.26,F,Delhi,LA,71232,32.3929,-91.4714,6581,Multimedia programmer,1964-02-13,32.623445000000004,-91.80012,1,3,9,2
2020-02-09 03:46:51,4099707841315751,fraud_Cartwright-Harris,grocery_pos,274.28,M,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",1975-07-07,38.234756,-78.16797,1,3,9,2
